ID;Size;Genero_1;Genero_2;Genero_3;Original Release Date;Current Version Release Date
1263110561;186983424; Simulation; Lifestyle; Strategy;11/09/2017;29/05/2018
1263145102;193465344; Simulation; Entertainment; Strategy;18/10/2017;20/10/2017
1263178485;210224128; Entertainment; Strategy; Board;06/11/2017;08/10/2018
1263205737;62216192; Entertainment; Simulation; Strategy;12/09/2017;21/11/2017
1263244097;65441792; Action; Strategy;;31/07/2017;31/07/2017
1263329277;35763200; Strategy; Education; Puzzle;31/07/2017;03/08/2019
1263329972;17847296; Action; Entertainment; Strategy;28/07/2017;28/07/2017
1263329972;17847296; Action; Entertainment; Strategy;28/07/2017;28/07/2017
1263353541;413245440; Strategy; Entertainment; Puzzle;29/07/2018;29/10/2018
1263365153;159864832; Strategy; Role Playing;;21/03/2019;16/07/2019
1263374980;6344704; Entertainment; Puzzle; Strategy;30/07/2017;30/07/2017
1263379695;5316608; Puzzle; Entertainment; Strategy;05/08/2017;05/08/2017
1263381145;5468160; Entertainment; Strategy; Family;06/08/2017;06/08/2017
1263390596;76581888; Strategy; Action;;28/07/2017;23/10/2017
1263512097;81513472; Entertainment; Simulation; Strategy;31/08/2017;11/09/2017
1263546989;14486528; Strategy; Entertainment;;26/07/2017;26/07/2017
1263600145;24456192; Adventure; Health & Fitness; Strategy;01/08/2017;13/11/2017
1263648353;20626432; Strategy; Entertainment; Casual;26/07/2017;26/07/2017
1263649226;55595008; Puzzle; Strategy;;27/07/2017;27/07/2017
1263769803;366531584; Strategy; Casual;;06/08/2017;22/08/2017
1263858168;35542016; Strategy; Role Playing;;13/08/2017;13/08/2017
1263900686;351533056; Strategy; Entertainment; Action;12/11/2017;13/07/2018
1263904322;121421824; Strategy; Action;;31/08/2017;01/09/2017
1264008924;230512640; Action; Strategy;;11/08/2017;11/08/2017
1264047280;142168064; Strategy;;;31/07/2017;31/07/2017
1264334214;24130560; Strategy; Adventure;;01/08/2017;01/08/2017
1264426096;22053888; Strategy; Puzzle;;27/07/2017;27/07/2017
1264436786;217811968; Strategy; Action;;10/08/2017;17/07/2019
1264449580;18837504; Puzzle; Strategy;;28/07/2017;28/07/2017
1264483706;894489600; Role Playing; Strategy;;06/03/2018;31/07/2019
1264531625;2547534848; Strategy; Simulation;;18/12/2018;30/04/2019
1264541823;26463232; Casual; Entertainment; Strategy;02/08/2017;02/08/2017
1264563028;203925504; Simulation; Strategy; Entertainment;02/08/2017;12/04/2018
1264608646;146307072; Strategy; Casual;;06/02/2018;21/06/2018
1264620940;56548352; Strategy; Education; Simulation;31/07/2017;31/07/2017
1264654698;52495360; Strategy; Casual;;08/08/2017;08/08/2017
1264659787;53564416; Reference; Puzzle; Strategy;28/07/2017;16/07/2018
1264660499;122759168; Strategy; Puzzle; Education;29/07/2017;29/07/2017
1264676220;32101376; Entertainment; Strategy; Board;22/12/2017;22/12/2017
1264707038;1266734080; Strategy; Role Playing;;19/10/2017;13/02/2018
1264722661;75931648; Action; Strategy; Entertainment;12/09/2017;12/11/2018
1264864985;84546560; Puzzle; Strategy;;01/08/2017;25/10/2018
1264951265;39739392; Strategy; Card;;29/07/2018;29/07/2018
1264975902;37238784; Strategy; Casual; Entertainment;04/08/2017;15/01/2019
1265001944;48818176; Education; Strategy;;01/08/2017;01/08/2017
1265038542;213928960; Strategy;;;26/08/2017;29/05/2019
1265051593;890386432; Simulation; Strategy;;14/03/2018;04/01/2019
1265152987;26714112; Strategy; Puzzle;;28/07/2017;28/07/2017
1265241868;107748352; Strategy; Entertainment; Trivia;05/08/2017;15/01/2018
1265272201;104404992; Strategy; Action;;11/08/2017;11/08/2017
1265305703;79271936; Simulation; Strategy; Entertainment;14/08/2017;04/10/2017
1265355382;166424576; Strategy; Board;;02/01/2018;28/09/2018
1265402792;121191424; Strategy; Entertainment; Action;16/08/2017;02/10/2017
1265631795;34022400; Entertainment; Casual; Strategy;05/08/2017;05/08/2017
1265647924;20741120; Strategy; Casino;;15/08/2017;05/09/2018
1265683972;27052032; Strategy; Puzzle;;04/08/2017;04/08/2017
1265764003;5349376; Strategy; Sports; Entertainment;05/08/2017;05/08/2017
1265769008;35237888; Strategy; Puzzle; Entertainment;21/08/2017;21/08/2017
1265772860;156818432; Action; Strategy; Entertainment;03/08/2017;03/08/2017
1265787203;243515392; Strategy; Entertainment;;28/08/2017;24/05/2018
1266118224;57133056; Entertainment; Card; Strategy;24/08/2017;09/01/2018
1266123846;52934656; Entertainment; Strategy; Card;24/08/2017;09/01/2018
1266166339;77614080; Casual; Strategy; Entertainment;05/08/2017;08/09/2017
1266220681;5505024; Entertainment; Racing; Strategy;12/08/2017;12/08/2017
1266221107;5386240; Entertainment; Sports; Strategy;13/08/2017;13/08/2017
1266251889;73094144; Strategy; Simulation;;04/08/2017;04/08/2017
1266260777;27172864; Strategy; Entertainment; Casual;07/08/2017;27/09/2017
1266317360;26280960; Puzzle; Strategy;;23/08/2017;23/08/2017
1266569497;589698048; Strategy; Card; Sports;23/06/2019;25/07/2019
1266586901;64911360; Puzzle; Entertainment; Strategy;16/08/2017;16/08/2017
1266624642;2085404672; Strategy; Action;;08/11/2017;08/11/2017
1266645093;5595136; Entertainment; Puzzle; Strategy;20/08/2017;20/08/2017
1266645348;5521408; Strategy; Entertainment; Puzzle;13/08/2017;13/08/2017
1266646088;5570560; Entertainment; Strategy; Puzzle;19/08/2017;19/08/2017
1266658581;290516992; Entertainment; Strategy; Simulation;23/08/2017;23/08/2017
1267247212;79198208; Board; Strategy;;07/09/2017;07/09/2017
1267282153;159380480; Entertainment; Strategy; Simulation;28/08/2017;28/08/2017
1267292034;65727488; Simulation; Travel; Strategy;07/08/2017;07/08/2017
1267368968;31562752; Strategy; Puzzle;;04/08/2017;04/08/2017
1267730405;150794240; Strategy; Action; Entertainment;31/01/2018;28/05/2018
1267732837;77426688; Adventure; Sports; Strategy;20/08/2017;20/08/2017
1267805783;181748736; Entertainment; Board; Strategy;14/12/2017;04/07/2019
1267819296;34853888; Strategy; Puzzle; Entertainment;29/08/2017;01/05/2018
1268033189;64882688; Strategy; Entertainment; Family;01/09/2017;21/11/2017
1268172911;46683136; Strategy; Puzzle;;09/08/2017;28/02/2018
1268216369;55828480; Puzzle; Strategy; Lifestyle;10/09/2017;10/09/2017
1268250089;17955840; Strategy; Puzzle;;07/08/2017;07/08/2017
1268440365;26928128; Strategy; Puzzle;;24/08/2017;24/08/2017
1268448345;25889792; Casual; Strategy;;07/08/2017;22/05/2019
1268498553;286970880; Strategy; Role Playing;;25/10/2017;12/07/2019
1268518832;15030272; Board; Education; Strategy;11/08/2017;11/08/2017
1268558416;55151616; Casual; Entertainment; Strategy;28/08/2017;28/08/2017
1268575037;122248192; Strategy; Simulation;;12/08/2017;12/08/2017
1268615157;87248896; Board; Strategy; Education;08/08/2017;12/06/2018
1268680980;66866176; Simulation; Travel; Strategy;07/08/2017;07/08/2017
1268798201;69463040; Strategy; Simulation;;20/11/2017;02/02/2019
1268864746;148193280; Sports; Strategy;;30/03/2018;16/01/2019
1268969675;28376064; Action; Strategy; Entertainment;10/08/2017;10/08/2017
1268984254;103493632; Action; Strategy;;20/08/2017;10/12/2017
1268986145;26512384; Entertainment; Strategy; Casual;09/08/2017;19/08/2017
1269035173;5691392; Simulation; Strategy;;18/08/2017;18/08/2017
1269078594;82958336; Strategy; Entertainment; Casual;11/08/2017;11/08/2017
1269097878;289844224; Simulation; Strategy;;14/08/2017;14/08/2017
1269295017;21787648; Strategy; Casual;;10/08/2017;10/08/2017
1269324887;50265088; Strategy;;;13/08/2017;10/02/2018
1269397062;24271872; Lifestyle; Strategy; Family;10/08/2017;11/08/2017
1269441067;72777728; Strategy; Entertainment; Casual;11/08/2017;11/08/2017
1269496448;119573504; Role Playing; Strategy; Entertainment;08/01/2018;08/01/2018
1269588517;509304832; Entertainment; Board; Strategy;15/08/2017;30/11/2018
1269636821;13832192; Strategy; Puzzle;;13/08/2017;13/08/2017
1269788224;15885312; Action; Strategy;;10/08/2017;10/08/2017
1269818027;30630912; Casual; Strategy;;11/08/2017;05/09/2017
1269880032;181691392; Strategy; Education;;11/08/2017;15/08/2017
1269916759;239495168; Simulation; Entertainment; Strategy;19/11/2018;25/07/2019
1269916759;239495168; Simulation; Entertainment; Strategy;19/11/2018;25/07/2019
1269957119;853049344; Strategy;;;14/08/2017;16/08/2017
1269971803;35917824; Puzzle; Strategy;;10/08/2017;05/10/2017
1270001437;5541888; Strategy; Entertainment; Family;19/08/2017;19/08/2017
1270013710;236592128; Entertainment; Simulation; Strategy;17/08/2017;14/03/2019
1270102847;20263936; Strategy; Action;;14/08/2017;14/08/2017
1270163497;124420096; Strategy; Puzzle;;08/10/2017;11/10/2017
1270314229;51577856; Strategy; Entertainment; Casual;13/09/2017;13/09/2017
1270421631;79157248; Strategy;;;11/08/2017;11/08/2017
1270530157;33978368; Strategy; Casual; Entertainment;15/08/2017;15/08/2017
1270598321;245957632; Strategy; Entertainment; Simulation;06/10/2017;12/07/2019
1270605403;68817920; Strategy; Casual; Entertainment;15/08/2017;15/08/2017
1270644486;48074752; Action; Strategy;;14/08/2017;14/08/2017
1270646406;75837440; Strategy; Board;;23/09/2017;29/03/2018
1270659758;181812224; Strategy; Puzzle;;04/01/2018;12/01/2018
1270993668;26589184; Family; Strategy;;30/08/2017;30/08/2017
1271047080;80158720; Board; Strategy;;16/08/2017;16/08/2017
1271049643;328309760; Strategy; Board; Entertainment;16/08/2017;17/06/2018
1271117005;183104512; Strategy; Casual;;16/08/2017;18/08/2017
1271126385;22021120; Puzzle; Strategy;;15/08/2017;05/09/2017
1271199762;748637184; Adventure; Entertainment; Strategy;14/08/2017;31/01/2019
1271272995;101794816; Strategy; Casual;;28/08/2017;28/08/2017
1271306224;307974144; Action; Entertainment; Strategy;26/06/2019;27/06/2019
1271307458;187417600; Simulation; Strategy; Lifestyle;14/11/2017;06/06/2018
1271307824;149371904; Entertainment; Strategy; Action;24/10/2017;27/11/2017
1271323165;132360192; Lifestyle; Strategy; Role Playing;15/08/2017;11/08/2018
1271357751;175235072; Strategy; Board;;15/08/2017;15/08/2017
1271361442;51283968; Sports; Strategy; Sports;19/08/2017;17/07/2019
1271372469;35928064; Card; Strategy;;22/08/2017;04/01/2018
1271392202;46586880; Casual; Sports; Strategy;20/08/2017;20/08/2017
1271396765;151826432; Entertainment; Strategy; Casual;11/10/2017;19/10/2017
1271515415;21169152; Strategy; Education;;15/08/2017;15/08/2017
1271545424;62948352; Trivia; Entertainment; Strategy;10/10/2017;01/08/2019
1271576965;86183936; Strategy; Board;;15/08/2017;29/08/2017
1271603441;87672832; Entertainment; Strategy; Sports;19/08/2017;19/08/2017
1271631616;513053696; Strategy; Action;;03/10/2017;15/11/2017
1271648791;46645248; Action; Strategy;;15/08/2017;15/08/2017
1271688634;93691904; Strategy; Role Playing;;12/09/2017;20/11/2017
1271688774;68758528; Strategy; Entertainment; Puzzle;15/08/2017;15/08/2018
1271778536;16654336; Entertainment; Adventure; Strategy;19/08/2017;27/02/2018
1271980750;224137216; Entertainment; Casual; Strategy;22/08/2017;22/08/2017
1271987947;34563072; Strategy; Entertainment; Puzzle;04/09/2017;22/04/2018
1271990637;243319808; Puzzle; Strategy;;14/02/2018;28/04/2018
1271991697;114834432; Simulation; Entertainment; Strategy;19/08/2017;19/08/2017
1272024049;189534208; Entertainment; Strategy; Action;13/10/2017;19/12/2017
1272234415;94219264; Strategy; Role Playing;;31/08/2017;27/11/2018
1272301423;23265280; Strategy;;;17/08/2017;17/08/2017
1272433282;15423488; Entertainment; Puzzle; Strategy;29/08/2017;31/08/2017
1272473852;32636928; Puzzle; Strategy; Education;17/08/2017;17/08/2017
1272511653;347429888; Strategy; Action;;23/08/2017;08/11/2017
1272578916;105841664; Simulation; Strategy;;11/01/2018;16/04/2018
1272632812;403254272; Strategy; Action;;02/05/2019;17/06/2019
1272777416;73523200; Strategy; Puzzle;;31/08/2017;31/08/2017
1272777416;73523200; Strategy; Puzzle;;31/08/2017;31/08/2017
1272829053;172923904; Strategy; Simulation;;23/08/2017;10/03/2019
1273096099;246188032; Entertainment; Strategy; Role Playing;19/08/2017;11/04/2018
1273116378;94499840; Card; Strategy;;22/08/2017;22/08/2017
1273179811;203373568; Entertainment; Strategy; Action;22/08/2017;20/03/2018
1273186220;134892544; Strategy; Simulation;;14/09/2017;14/09/2017
1273346179;133934080; Entertainment; Simulation; Strategy;05/10/2017;20/06/2018
1273358313;79960064; Strategy; Entertainment; Simulation;06/10/2017;06/10/2017
1273389875;115751936; Puzzle; Strategy; Entertainment;14/03/2019;14/03/2019
1273440374;88498176; Strategy; Entertainment; Puzzle;21/08/2017;22/08/2017
1273575265;68292608; Puzzle; Entertainment; Strategy;09/11/2017;09/11/2017
1273605601;18787328; Sports; Sports; Strategy;26/08/2017;10/09/2018
1273613776;151982080; Strategy; Role Playing; Entertainment;01/09/2017;01/09/2017
1273632299;33019904; Strategy; Casual;;02/10/2017;16/01/2019
1273635848;74455040; Entertainment; Casual; Strategy;30/11/2017;30/11/2017
1273639784;332773376; Entertainment; Strategy; Casual;30/08/2017;08/09/2017
1273674904;14467072; Adventure; Entertainment; Strategy;28/08/2017;28/08/2017
1273678838;378241024; Strategy; Role Playing;;30/10/2017;15/08/2018
1273680219;294222848; Strategy; Puzzle;;19/09/2017;19/09/2017
1273733298;144645120; Simulation; Strategy;;11/09/2017;11/09/2017
1273735508;67002368; Simulation; Strategy;;24/08/2017;24/08/2017
1273760699;170125312; Strategy;;;18/10/2017;26/01/2019
1273775956;24495104; Strategy; Action;;29/08/2017;25/09/2018
1273796786;67482624; Finance; Strategy; Simulation;22/08/2017;22/08/2017
1273831380;105820160; Entertainment; Strategy; Board;19/09/2017;03/11/2017
1273832137;249380864; Puzzle; Entertainment; Strategy;19/09/2017;03/11/2017
1273846044;70793216; Board; Strategy;;22/08/2017;22/08/2017
1273936467;7242752; Strategy; Action; Entertainment;31/08/2017;31/08/2017
1273966051;129518592; Adventure; Strategy; Entertainment;08/09/2017;08/09/2017
1273970550;64708608; Strategy; Sports; Simulation;25/08/2017;25/08/2017
1273971227;54472704; Strategy; Simulation; Sports;23/08/2017;23/08/2017
1273976295;130948096; Simulation; Strategy;;29/09/2017;29/09/2017
1274066398;313622528; Strategy; Board; Entertainment;28/10/2017;29/01/2018
1274171418;56386560; Puzzle; Entertainment; Strategy;24/08/2017;03/06/2018
1274354704;259609600; Strategy; Role Playing;;21/09/2017;30/07/2019
1274367512;16283648; Strategy; Education; Simulation;26/08/2017;26/08/2017
1274403469;157307904; Strategy;;;02/10/2017;14/11/2017
1274443030;54393856; Strategy; Simulation; Sports;28/08/2017;28/08/2017
1274474150;220488704; Strategy;;;28/08/2017;06/12/2017
1274845080;136995840; Entertainment; Puzzle; Strategy;01/11/2017;31/10/2018
1274851390;113882112; Strategy;;;28/08/2017;12/10/2017
1274860018;703158272; Strategy; Action;;25/08/2017;25/08/2017
1274914844;183294976; Casual; Strategy; Entertainment;28/08/2017;02/09/2017
1275043831;8175616; Strategy; Family;;25/08/2017;14/05/2019
1275132737;87444480; Role Playing; Strategy; Entertainment;27/08/2017;25/09/2017
1275340166;404869120; Simulation; Food & Drink; Strategy;22/12/2017;18/07/2019
1275450975;365675520; Education; Strategy; Family;21/11/2018;21/11/2018
1275521528;84963328; Board; Entertainment; Strategy;11/09/2017;04/12/2017
1275544247;121411584; Puzzle; Strategy;;31/08/2017;31/08/2017
1275589232;172837888; Strategy; Puzzle;;19/10/2017;30/11/2017
1275690558;138157056; Puzzle; Strategy; Entertainment;05/11/2017;08/12/2017
1275822668;19998720; Simulation; Strategy; Entertainment;08/09/2017;08/09/2017
1275828538;14320640; Strategy; Family; Entertainment;29/08/2017;29/08/2017
1275847690;48576512; Puzzle; Strategy; Entertainment;28/08/2017;28/08/2017
1275854177;58278912; Food & Drink; Puzzle; Strategy;31/08/2017;31/08/2017
1275860959;43824128; Strategy; Puzzle;;23/09/2017;10/08/2018
1275887006;17691648; Strategy; Casual;;28/08/2017;04/09/2017
1275890795;109111296; Puzzle; Entertainment; Strategy;01/09/2017;01/09/2017
1275953857;22115328; Casual; Strategy;;16/09/2017;16/09/2017
1275968533;97018880; Puzzle; Strategy;;20/02/2018;27/02/2018
1275995238;16202752; Entertainment; Strategy; Puzzle;06/09/2017;06/09/2017
1276023182;110096384; Strategy; Simulation; Entertainment;08/09/2017;08/09/2017
1276059785;21158912; Puzzle; Strategy;;28/08/2017;05/09/2017
1276091629;21502976; Entertainment; Puzzle; Strategy;29/08/2017;02/09/2017
1276133590;6443008; Strategy; Action; Entertainment;02/09/2017;02/09/2017
1276289066;16219136; Strategy; Entertainment; Board;05/09/2017;07/09/2017
1276290628;275089408; Strategy; Role Playing; Education;27/12/2017;31/01/2018
1276310956;25298944; Role Playing; Lifestyle; Strategy;26/09/2017;16/10/2017
1276316113;45985792; Action; Entertainment; Strategy;05/09/2017;19/12/2017
1276424732;7377920; Strategy; Books; Simulation;09/09/2017;09/09/2017
1276430254;135886848; Strategy; Family; Education;19/12/2017;26/04/2018
1276450231;5566464; Strategy; Puzzle; Entertainment;02/09/2017;02/09/2017
1276450240;5410816; Entertainment; Strategy; Adventure;09/09/2017;09/09/2017
1276477937;15799296; Action; Strategy;;30/08/2017;30/08/2017
1276482762;166194176; Action; Strategy;;12/10/2017;12/10/2017
1276525471;322044928; Strategy; Board; Entertainment;07/09/2017;07/09/2017
1276546018;247933952; Card; Strategy; Entertainment;28/04/2019;28/06/2019
1276546105;270927872; Sports; Strategy;;06/10/2017;27/11/2018
1276940261;26925056; Entertainment; Strategy; Casual;01/09/2017;04/09/2017
1277045133;29852672; Adventure; Strategy;;02/09/2017;10/03/2019
1277068114;217592832; Strategy; Action;;29/12/2017;16/01/2018
1277069487;186773504; Simulation; Strategy; Entertainment;08/09/2017;01/08/2019
1277075981;19717120; Entertainment; Puzzle; Strategy;09/10/2017;31/07/2019
1277078283;173748224; Simulation; Strategy; Entertainment;08/09/2017;04/10/2018
1277095117;377153536; Simulation; Strategy;;11/04/2018;22/07/2019
1277138826;188845056; Entertainment; Strategy; Action;25/09/2017;10/04/2019
1277157675;18557952; Family; Strategy;;31/08/2017;31/08/2017
1277216997;26306560; Strategy; Entertainment; Board;14/10/2017;14/10/2017
1277486295;32516096; Strategy; Puzzle;;01/09/2017;21/09/2017
1277550810;255696896; Strategy; Education;;28/09/2017;19/10/2018
1277554715;241020928; Strategy; Action; Entertainment;22/09/2017;29/09/2017
1277566679;14425088; Simulation; Entertainment; Strategy;06/09/2017;21/09/2017
1277632929;111794176; Board; Strategy; Utilities;14/09/2017;14/09/2017
1277638076;74103808; Simulation; Strategy; Business;01/09/2017;01/09/2017
1277682695;55316480; Strategy; Card;;07/09/2017;05/04/2018
1277721333;210404352; Strategy; Puzzle;;12/05/2018;29/08/2018
1277784413;27272192; Lifestyle; Adventure; Strategy;04/09/2017;07/09/2017
1278014361;246844416; Strategy; Simulation;;13/10/2017;13/10/2017
1278136439;22945792; Strategy; Sports; Simulation;07/09/2017;07/09/2017
1278159976;24264704; Simulation; Strategy; Sports;02/09/2017;02/09/2017
1278445664;87260160; Education; Word; Strategy;23/12/2017;03/10/2018
1278540287;36004864; Entertainment; Strategy; Casual;04/09/2017;04/09/2017
1278567943;11724800; Entertainment; Casual; Strategy;07/09/2017;27/11/2017
1278595460;9785344; Strategy; Lifestyle; Card;30/12/2017;24/10/2018
1278612043;28087296; Strategy; Puzzle; Entertainment;14/09/2017;13/05/2018
1278612043;28087296; Strategy; Puzzle; Entertainment;14/09/2017;13/05/2018
1278677132;16144384; Strategy;;;04/09/2017;04/09/2017
1278677132;16144384; Strategy;;;04/09/2017;04/09/2017
1278716292;45012992; Strategy; Role Playing;;04/09/2017;04/09/2017
1278717927;60179456; Puzzle; Strategy;;02/10/2017;02/10/2017
1278739240;59162624; Education; Adventure; Strategy;06/09/2017;27/11/2017
1278793567;20575232; Strategy; Entertainment; Trivia;07/09/2017;07/09/2017
1278794233;23153664; Strategy; Casual; Entertainment;06/09/2017;06/09/2017
1278802168;14368768; Casino; Strategy; Education;13/09/2017;13/09/2017
1278845241;785825792; Strategy; Role Playing;;19/10/2017;03/08/2019
1278904336;405999616; Strategy; Entertainment; Adventure;03/11/2017;03/10/2018
1278919579;222069760; Strategy; Simulation;;08/12/2017;03/08/2019
1279010001;389426176; Simulation; Strategy; Food & Drink;27/05/2018;27/05/2018
1279125126;85811200; Racing; Education; Strategy;11/09/2017;11/09/2017
1279140916;45955072; Strategy; Puzzle; Education;19/10/2017;18/09/2018
1279145879;117340160; Strategy;;;25/10/2017;25/10/2017
1279152828;363006976; Strategy;;;27/02/2018;13/12/2018
1279203150;82194432; Strategy; Education; Simulation;15/09/2017;15/09/2017
1279225772;22538240; Strategy; Education;;09/09/2017;09/09/2017
1279226071;256454656; Simulation; Strategy; Entertainment;16/09/2017;17/07/2019
1279231586;5197824; Entertainment; Puzzle; Strategy;16/09/2017;16/09/2017
1279584595;330417152; Role Playing; Strategy; Education;19/09/2017;26/09/2017
1279673124;179110912; Strategy;;;06/07/2018;24/07/2019
1279683200;301177856; Role Playing; Strategy; Entertainment;18/10/2017;30/08/2018
1279692815;57816064; Finance; Simulation; Strategy;07/09/2017;29/11/2017
1279794054;224327680; Strategy; Education; Simulation;08/09/2017;05/05/2019
1279822327;665720832; Simulation; Strategy; Business;23/09/2017;25/09/2018
1280176843;14242816; Strategy; Word;;08/09/2017;08/09/2017
1280190617;12505088; Strategy; Casual;;09/09/2017;17/09/2017
1280283337;5230592; Strategy; Entertainment; Racing;30/09/2017;30/09/2017
1280284560;5398528; Entertainment; Strategy; Family;30/09/2017;30/09/2017
1280301553;6475776; Entertainment; Strategy; Puzzle;14/10/2017;14/10/2017
1280445198;5200896; Puzzle; Strategy;;20/09/2017;20/09/2017
1280535470;104445952; Adventure; Strategy; Entertainment;25/01/2018;01/10/2018
1280723448;78772224; Strategy; Board; Entertainment;13/09/2017;11/10/2017
1280786094;1316330496; Strategy; Action;;25/04/2018;15/11/2018
1280815295;64199680; Strategy; Adventure; Entertainment;27/09/2017;27/09/2017
1280845692;247164928; Simulation; Entertainment; Strategy;13/09/2017;13/02/2019
1280853473;87988224; Entertainment; Strategy; Casual;24/09/2017;18/04/2018
1280934286;62257152; Strategy;;;20/09/2017;17/10/2018
1281091135;23135232; Entertainment; Strategy; Sports;11/09/2017;11/09/2017
1281182815;14650368; Strategy; Puzzle;;22/09/2017;22/09/2017
1281190660;74984448; Board; Strategy; Entertainment;19/10/2017;03/01/2018
1281237273;18283520; Strategy; Adventure;;14/09/2017;14/09/2017
1281315313;24878080; Puzzle; Strategy;;20/09/2017;17/11/2017
1281328349;24292352; Entertainment; Strategy; Puzzle;02/10/2017;24/05/2019
1281329863;166754304; Entertainment; Strategy; Action;06/10/2017;08/10/2017
1281335002;25654272; Puzzle; Strategy;;13/09/2017;13/09/2017
1281337663;519228416; Action; Entertainment; Strategy;05/10/2017;26/10/2017
1281366018;19339264; Strategy; Casual;;19/09/2017;11/12/2017
1281369951;18007040; Entertainment; Strategy; Action;11/09/2017;11/09/2017
1281405028;139645952; Strategy;;;18/10/2017;18/11/2017
1281416733;19140608; Casual; Entertainment; Strategy;13/09/2017;13/09/2017
1281472772;94288896; Sports; Strategy; Sports;21/09/2017;21/09/2017
1281674286;109232128; Strategy; Simulation; Entertainment;17/09/2017;17/09/2017
1281698592;776042496; Simulation; Strategy;;13/12/2017;31/12/2017
1281719661;65690624; Action; Strategy; Social Networking;19/09/2017;26/10/2017
1281811374;359165952; Strategy;;;07/01/2018;17/01/2018
1281846845;1171739648; Action; Strategy;;15/11/2017;22/01/2019
1282003255;63699968; Simulation; Education; Strategy;14/09/2017;14/09/2017
1282123442;79949824; Strategy; Simulation;;19/09/2017;22/09/2017
1282144762;291391488; Strategy; Puzzle;;16/09/2017;22/09/2017
1282201643;48384000; Strategy; Puzzle;;15/09/2017;13/11/2017
1282205595;18919424; Puzzle; Entertainment; Strategy;14/09/2017;14/09/2017
1282263202;291362816; Strategy; Puzzle;;16/09/2017;22/09/2017
1282269153;276922368; Strategy;;;18/10/2017;28/12/2017
1282274801;137409536; Strategy; Family;;19/09/2017;12/10/2017
1282284743;46008320; Strategy;;;04/01/2018;31/05/2018
1282303491;130714624; Entertainment; Adventure; Strategy;13/10/2017;13/10/2017
1282314311;86250496; Adventure; Entertainment; Strategy;20/09/2017;26/09/2017
1282356645;272613376; Action; Strategy;;03/10/2017;03/10/2017
1282674326;12253184; Strategy;;;19/09/2017;19/09/2017
1282820844;20353024; Puzzle; Entertainment; Strategy;22/09/2017;22/09/2017
1283426352;110878720; Strategy; Simulation; Entertainment;21/12/2017;21/12/2017
1283518982;158310400; Strategy; Action; Entertainment;23/09/2017;23/09/2017
1283649222;283133952; Entertainment; Strategy; Adventure;25/11/2017;12/12/2017
1283884930;40254464; Entertainment; Strategy; Action;17/09/2017;19/12/2017
1285078879;306273280; Simulation; Strategy;;01/12/2017;02/08/2018
1285247040;22991872; Strategy; Reference; Board;19/09/2017;08/04/2019
1285547930;19053568; Role Playing; Strategy;;19/09/2017;10/10/2017
1285794053;57132032; Strategy; Role Playing;;17/11/2017;27/11/2017
1286288676;74546176; Strategy; Puzzle; Entertainment;19/09/2017;27/09/2017
1286297642;109192192; Medical; Strategy; Role Playing;17/11/2017;17/11/2017
1286329483;282456064; Strategy; Action;;09/10/2017;09/10/2017
1286346671;29266944; Strategy; Puzzle;;03/10/2017;03/10/2017
1286456376;48744448; Puzzle; Strategy;;19/09/2017;19/09/2017
1286480691;82811904; Action; Strategy; Entertainment;09/04/2018;09/04/2018
1286498404;26512384; Strategy; Entertainment; Action;21/09/2017;21/09/2017
1286510021;59128832; Board; Entertainment; Strategy;21/10/2017;21/11/2017
1286510021;59128832; Board; Entertainment; Strategy;21/10/2017;21/11/2017
1286513700;66149376; Simulation; Travel; Strategy;20/09/2017;20/09/2017
1286524258;34879488; Strategy;;;01/07/2018;08/04/2019
1286535683;22834176; Strategy; Board; Entertainment;22/09/2017;05/10/2017
1286536757;42039296; Entertainment; Strategy; Card;06/09/2018;16/11/2018
1286574243;37758976; Entertainment; Strategy; Casual;21/09/2017;21/09/2017
1286614236;85327872; Entertainment; Casual; Strategy;30/09/2017;18/07/2019
1286647581;98984960; Strategy; Board; Entertainment;05/04/2018;01/08/2018
1286656729;122918912; Entertainment; Strategy; Casual;11/12/2017;17/01/2018
1286790447;264051712; Board; Strategy;;11/04/2019;12/04/2019
1286863764;26053632; Entertainment; Strategy; Action;23/10/2017;24/10/2017
1286910551;21464064; Puzzle; Entertainment; Strategy;22/09/2017;03/03/2018
1286950887;273367040; Entertainment; Strategy; Board;13/12/2017;10/05/2019
1286964368;93884416; Puzzle; Strategy;;18/10/2018;27/11/2018
1286975599;547061760; Action; Entertainment; Strategy;25/10/2017;27/10/2017
1286990075;47581184; Lifestyle; Adventure; Strategy;22/09/2017;29/11/2018
1286990656;28768256; Racing; Entertainment; Strategy;27/09/2017;27/09/2017
1286992049;8446976; Entertainment; Strategy;;21/09/2017;03/11/2017
1287000140;157373440; Simulation; Entertainment; Strategy;22/12/2017;17/10/2018
1287000467;129943552; Lifestyle; Simulation; Strategy;27/08/2018;11/01/2019
1287139107;135400448; Education; Card; Strategy;26/10/2018;29/07/2019
1287198169;18789376; Board; Strategy; Sports;28/09/2017;27/02/2018
1287346330;5768192; Strategy; Entertainment; Casual;22/09/2017;22/09/2017
1287353628;84412416; Puzzle; Entertainment; Strategy;22/09/2017;13/10/2017
1287373699;50144256; Strategy; Entertainment; Puzzle;26/09/2017;02/10/2017
1287376780;34724864; Puzzle; Education; Strategy;09/04/2018;09/04/2018
